make,model,year,engine,transmission,fuel,mileage,price
Toyota,Corolla,2013.0,1300.0,Manual,Petrol,145000,2870000.0
Toyota,Yaris,2021.0,1300.0,Manual,Petrol,60500,3585000.0
Suzuki,Swift,2017.0,1300.0,Manual,Petrol,87000,2250000.0
Honda,Civic,2017.0,1800.0,Automatic,Petrol,86000,4850000.0
Honda,Civic,2010.0,1300.0,Automatic,Petrol,157000,2850000.0
Suzuki,Swift,2019.0,1300.0,Manual,Petrol,45000,2675000.0
Honda,City,2018.0,1300.0,Automatic,Petrol,187000,3450000.0
Daihatsu,Move,2019.0,660.0,Automatic,Petrol,22517,3850000.0
Honda,City,2014.0,1300.0,Manual,Petrol,110000,2585000.0
Daihatsu,Move,2019.0,660.0,Automatic,Petrol,77450,3650000.0
Suzuki,Mehran,2019.0,796.0,Manual,Petrol,69000,1365000.0
Toyota,Yaris,2020.0,1300.0,Automatic,Petrol,40000,4300000.0
Daihatsu,Move,2019.0,660.0,Automatic,Petrol,47499,3850000.0
Daihatsu,Move,2019.0,660.0,Automatic,Petrol,69951,3550000.0
Honda,City,2010.0,1300.0,Automatic,Petrol,152000,2130000.0
Daihatsu,Mira,2006.0,660.0,Automatic,Petrol,130000,1520000.0
Mitsubishi,Pajero,1996.0,2400.0,Automatic,Petrol,196000,2500000.0
Suzuki,Cultus,2019.0,1000.0,Manual,Petrol,96200,2950000.0
Daihatsu,Move,2019.0,660.0,Automatic,Petrol,83465,3550000.0
Suzuki,Alto,2022.0,660.0,Manual,Petrol,34500,2200000.0
Suzuki,Cultus,2017.0,1000.0,Manual,Petrol,52500,2505000.0
Toyota,Corolla,2021.0,1798.0,Automatic,Petrol,27000,6850000.0
Honda,BR-V,2020.0,1500.0,Automatic,Petrol,67500,5175000.0
Toyota,Vitz,2020.0,1500.0,Automatic,Hybrid,42500,6250000.0
Suzuki,Alto,2020.0,660.0,Automatic,Petrol,9500,3400000.0
Honda,Civic,1999.0,1500.0,Automatic,Petrol,200000,1190000.0
Toyota,Yaris,2020.0,1000.0,Automatic,Petrol,32745,5390000.0
Toyota,Passo,2019.0,1000.0,Automatic,Petrol,35588,4290000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,76000,5200000.0
Suzuki,Hustler,2015.0,660.0,Automatic,Petrol,62000,2500000.0
Toyota,Vitz,2019.0,996.0,Automatic,Petrol,51614,4990000.0
Toyota,Passo,2020.0,1000.0,Automatic,Petrol,19814,4350000.0
KIA,Sportage,2021.0,1999.0,Automatic,Petrol,43000,7750000.0
Toyota,Passo,2019.0,1000.0,Automatic,Petrol,33413,4390000.0
Daihatsu,Mira,2013.0,660.0,Automatic,Petrol,60000,2250000.0
Toyota,Vitz,2019.0,1000.0,Automatic,Petrol,41952,4850000.0
Suzuki,Liana,2006.0,1300.0,Manual,Petrol,180000,770000.0
Toyota,Vitz,2019.0,1000.0,Automatic,Petrol,38784,4950000.0
Honda,Civic,2005.0,1500.0,Manual,Petrol,76000,1875000.0
Honda,City,2013.0,1500.0,Automatic,Petrol,124000,2575000.0
Honda,Civic,1999.0,1600.0,Automatic,Petrol,100000,1050000.0
Toyota,Aqua,2013.0,1500.0,Automatic,Hybrid,118000,3580000.0
Nissan,Dayz,2014.0,660.0,Automatic,Petrol,93000,2250000.0
Toyota,Corolla,2018.0,1600.0,Automatic,Petrol,85000,4500000.0
Toyota,Corolla,2013.0,1300.0,Manual,Petrol,129000,3150000.0
Honda,Civic,2017.0,1800.0,Automatic,Petrol,117000,4900000.0
Toyota,Corolla,2019.0,1300.0,Manual,Petrol,92000,4700000.0
Honda,Civic,2013.0,1800.0,Automatic,Petrol,81000,3800000.0
Toyota,Vitz,2017.0,1500.0,Automatic,Hybrid,31000,5100000.0
Toyota,Corolla,2015.0,1300.0,Manual,Petrol,96000,3450000.0
Honda,Civic,2015.0,1800.0,Manual,Petrol,126000,2975000.0
Honda,City,2018.0,1300.0,Automatic,Petrol,76000,3900000.0
Honda,Vezel,2014.0,1500.0,Automatic,Hybrid,110000,4740000.0
Suzuki,Every,2014.0,660.0,Automatic,Petrol,130500,1900000.0
Honda,Civic,2006.0,1500.0,Manual,Petrol,200000,1325000.0
Toyota,Raize,2020.0,996.0,Automatic,Petrol,18500,5850000.0
Honda,Vezel,2014.0,1500.0,Automatic,Hybrid,82000,5200000.0
Toyota,Corolla,2022.0,1598.0,Automatic,Petrol,8500,6925000.0
Honda,Civic,2015.0,1800.0,Automatic,Petrol,147000,4300000.0
Suzuki,Swift,2022.0,1242.0,Automatic,Petrol,9000,4850000.0
Honda,Civic,2017.0,1800.0,Automatic,Petrol,106000,5150000.0
Toyota,Vitz,2020.0,996.0,Automatic,Petrol,41000,4600000.0
Daihatsu,Hijet,2011.0,660.0,Automatic,Petrol,150000,1220000.0
Hyundai,Elantra,2022.0,1600.0,Automatic,Petrol,9960,6350000.0
Honda,City,2019.0,1300.0,Manual,Petrol,63000,3690000.0
Suzuki,Alto,2019.0,660.0,Manual,Petrol,150000,2099000.0
Honda,Civic,2005.0,1500.0,Automatic,Petrol,138545,1200000.0
Daihatsu,Move,2019.0,660.0,Automatic,Petrol,90000,2375000.0
Suzuki,Alto,2021.0,660.0,Manual,Petrol,72000,2285000.0
Suzuki,Swift,2015.0,1300.0,Manual,Petrol,77000,2384000.0
Suzuki,Mehran,2012.0,796.0,Manual,Petrol,115000,870000.0
Suzuki,Alto,2022.0,660.0,Automatic,Petrol,11000,2950000.0
Mazda,Carol,2014.0,660.0,Automatic,Petrol,195000,2190000.0
Honda,City,2013.0,1500.0,Automatic,Petrol,100000,3200000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,114200,5090000.0
Honda,Civic,2007.0,1800.0,Automatic,Petrol,192000,1880000.0
Suzuki,Baleno,2005.0,1500.0,Automatic,Petrol,137000,1600000.0
Toyota,Corolla,2017.0,1300.0,Manual,Petrol,190000,3350000.0
Toyota,Corolla,2011.0,1300.0,Manual,Petrol,125000,2825000.0
Toyota,Corolla,2010.0,1300.0,Manual,Petrol,123456,2250000.0
Honda,Vezel,2015.0,1500.0,Automatic,Hybrid,100423,4395000.0
Honda,N,2020.0,660.0,Automatic,Petrol,10000,3800000.0
Suzuki,Alto,2020.0,660.0,Automatic,Petrol,36000,3695000.0
Toyota,Corolla,2018.0,1800.0,Automatic,Petrol,94000,5800000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,65000,5395000.0
Honda,City,2019.0,1300.0,Manual,Petrol,112076,3200000.0
Honda,Civic,2006.0,1500.0,Automatic,Petrol,150000,1650000.0
Suzuki,Wagon,2018.0,1000.0,Manual,Petrol,123000,2350000.0
Honda,Civic,2020.0,1800.0,Automatic,Petrol,41000,6300000.0
Suzuki,Cultus,2017.0,1000.0,Manual,Petrol,39807,1695000.0
Toyota,Corolla,2022.0,1600.0,Automatic,Petrol,39500,6350000.0
Toyota,Corolla,2001.0,2000.0,Manual,Diesel,200000,1160000.0
Mercedes,Benz,2008.0,1000.0,Automatic,Petrol,38000,2700000.0
Suzuki,Cultus,2018.0,1000.0,Automatic,Petrol,65000,2870000.0
Toyota,Yaris,2020.0,1500.0,Automatic,Petrol,33000,4550000.0
Suzuki,Wagon,2018.0,1000.0,Manual,Petrol,71000,2300000.0
Toyota,Corolla,1997.0,1600.0,Manual,Petrol,88000,1370000.0
Suzuki,Alto,2021.0,660.0,Automatic,Petrol,6535,3970000.0
Suzuki,Bolan,2022.0,800.0,Manual,Petrol,12000,2000000.0
Honda,Civic,2007.0,1800.0,Automatic,Petrol,150000,2050000.0
KIA,Picanto,2019.0,998.0,Automatic,Petrol,31000,2650000.0
Toyota,Roomy,2020.0,1000.0,Automatic,Petrol,40000,4100000.0
Toyota,Corolla,2011.0,1300.0,Manual,Petrol,100000,2450000.0
Daihatsu,Move,2020.0,660.0,Automatic,Petrol,13000,4075000.0
Toyota,Yaris,2020.0,996.0,Automatic,Petrol,38000,5000000.0
Suzuki,Alto,2021.0,660.0,Manual,Petrol,27629,2465000.0
Suzuki,Wagon,2020.0,1000.0,Manual,Petrol,42000,2700000.0
Suzuki,Cultus,2018.0,1000.0,Automatic,Petrol,72000,3100000.0
Honda,Civic,2007.0,1800.0,Automatic,Petrol,140000,1950000.0
Suzuki,Mehran,2004.0,800.0,Manual,Petrol,98000,735000.0
Suzuki,Mehran,2016.0,796.0,Manual,Petrol,47000,1180000.0
Toyota,Corolla,2016.0,1300.0,Manual,Petrol,86000,3350000.0
Toyota,Corolla,2018.0,1300.0,Automatic,Petrol,49000,4200000.0
Honda,Civic,2013.0,1800.0,Automatic,Petrol,152000,3800000.0
Suzuki,Every,2022.0,660.0,Manual,Petrol,72000,2450000.0
Suzuki,Alto,2021.0,660.0,Automatic,Petrol,10750,3850000.0
Daihatsu,Cuore,2003.0,800.0,Manual,Petrol,188000,680000.0
Toyota,Corolla,2006.0,1300.0,Manual,Petrol,132000,1920000.0
Daihatsu,Cuore,2000.0,800.0,Manual,Petrol,197000,700000.0
Changan,Karvaan,2021.0,999.0,Manual,Petrol,17000,2850000.0
Hyundai,Elantra,2022.0,1600.0,Automatic,Petrol,8480,6250000.0
KIA,Sportage,2019.0,2000.0,Automatic,Petrol,68750,6885000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,73000,5250000.0
Honda,City,2005.0,1300.0,Manual,Petrol,159800,1550000.0
Toyota,Corolla,2021.0,1598.0,Automatic,Petrol,18000,5650000.0
KIA,Sportage,2020.0,2000.0,Automatic,Petrol,60000,6875000.0
Changan,Alsvin,2021.0,1500.0,Automatic,Petrol,33111,4500000.0
Honda,Civic,2008.0,1800.0,Automatic,Petrol,183000,2250000.0
Toyota,Corolla,2007.0,1300.0,Manual,Petrol,159000,1850000.0
KIA,Picanto,2021.0,1000.0,Automatic,Petrol,10520,3100000.0
Honda,City,2021.0,1200.0,Automatic,Petrol,12000,4500000.0
DFSK,Glory,2021.0,1500.0,Automatic,Petrol,25000,6800000.0
Toyota,Corolla,2007.0,2000.0,Manual,Diesel,122000,2050000.0
Honda,Civic,2021.0,1800.0,Automatic,Petrol,28000,6700000.0
Toyota,Corolla,2014.0,1300.0,Manual,Petrol,80384,2890000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,75000,5750000.0
Suzuki,Alto,2011.0,660.0,Automatic,Petrol,125091,2050000.0
Honda,City,2019.0,1300.0,Automatic,Petrol,49000,4150000.0
Toyota,Corolla,2015.0,1798.0,Automatic,Petrol,126720,3900000.0
Suzuki,Cultus,2015.0,1000.0,Manual,Petrol,91214,1700000.0
KIA,Picanto,2020.0,998.0,Automatic,Petrol,41428,2750000.0
Suzuki,Bolan,2022.0,800.0,Manual,Petrol,6000,1850000.0
Suzuki,Alto,2010.0,1000.0,Manual,Petrol,141000,1100000.0
Honda,Accord,2004.0,2000.0,Automatic,Petrol,112300,2275000.0
Suzuki,Mehran,2011.0,800.0,Manual,Petrol,68000,750000.0
Toyota,Corolla,2005.0,1500.0,Automatic,Petrol,90000,2890000.0
Honda,Civic,2019.0,1800.0,Automatic,Petrol,60500,5700000.0
KIA,Picanto,2022.0,998.0,Automatic,Petrol,7304,3100000.0
Honda,Civic,2015.0,1800.0,Automatic,Petrol,91000,3850000.0
Honda,Freed,2012.0,1500.0,Automatic,Hybrid,120000,3650000.0
Toyota,Corolla,2011.0,1300.0,Manual,Petrol,30300,3900000.0
Suzuki,Alto,2020.0,660.0,Automatic,Petrol,22000,2700000.0
Suzuki,Swift,2022.0,1200.0,Manual,Petrol,20000,4070000.0
Toyota,Corolla,2014.0,1798.0,Automatic,Petrol,85300,3850000.0
Suzuki,Wagon,2022.0,1000.0,Automatic,Petrol,8800,3475000.0
Toyota,Yaris,2022.0,1500.0,Automatic,Petrol,15500,5600000.0
Toyota,Corolla,2021.0,1799.0,Automatic,Petrol,50000,6550000.0
Nissan,Otti,2013.0,660.0,Automatic,Petrol,65000,1650000.0
Changan,Karvaan,2021.0,1000.0,Manual,Petrol,10000,2575000.0
Mercedes,Benz,2004.0,1800.0,Automatic,Petrol,193270,2500000.0
Honda,Civic,2013.0,1800.0,Manual,Petrol,87064,2095000.0
Toyota,Vitz,2010.0,1000.0,Automatic,Petrol,125000,2120000.0
Suzuki,Cultus,2019.0,1000.0,Automatic,Petrol,58857,3100000.0
Honda,City,2019.0,1300.0,Automatic,Petrol,82500,3725000.0
Honda,City,2019.0,1500.0,Automatic,Petrol,40113,4500000.0
Suzuki,Swift,2016.0,1300.0,Manual,Petrol,92000,2100000.0
Toyota,Corolla,2004.0,1600.0,Automatic,Petrol,180000,2000000.0
Toyota,Passo,2007.0,1000.0,Automatic,Petrol,187000,1565000.0
Suzuki,Alto,2018.0,660.0,Automatic,Petrol,63000,3450000.0
Toyota,Prius,2013.0,1800.0,Automatic,Hybrid,112000,4750000.0
Suzuki,Mehran,2018.0,796.0,Manual,Petrol,100000,1475000.0
Toyota,Corolla,2009.0,1300.0,Manual,Petrol,82000,2550000.0
Honda,Civic,2011.0,1800.0,Automatic,Petrol,100500,2500000.0
Toyota,Corolla,2015.0,1300.0,Manual,Petrol,135000,3450000.0
Suzuki,Alto,2021.0,660.0,Manual,Petrol,46500,2395000.0
Suzuki,Mehran,2015.0,800.0,Manual,Petrol,99000,1150000.0
Toyota,Corolla,2022.0,1598.0,Automatic,Petrol,16744,6150000.0
Suzuki,Alto,2020.0,660.0,Automatic,Petrol,22000,2650000.0
Suzuki,Wagon,2021.0,1000.0,Manual,Petrol,20250,2850000.0
Toyota,Vitz,2007.0,1300.0,Automatic,Petrol,132000,2050000.0
Honda,City,2022.0,1200.0,Manual,Petrol,27086,4550000.0
Toyota,Corolla,2015.0,1300.0,Automatic,Petrol,67000,4100000.0
Suzuki,Cultus,2015.0,1000.0,Manual,Petrol,79800,1480000.0
Honda,Civic,2002.0,1600.0,Manual,Petrol,200000,1355000.0
Suzuki,Swift,2012.0,1300.0,Manual,Petrol,71000,2000000.0
Suzuki,Wagon,2019.0,1000.0,Manual,Petrol,78000,2375000.0
Toyota,Corolla,2015.0,1600.0,Automatic,Petrol,108320,3450000.0
Honda,City,2022.0,1200.0,Manual,Petrol,11000,4650000.0
Suzuki,Alto,2010.0,1000.0,Manual,Petrol,76000,1125000.0
Suzuki,Alto,2019.0,660.0,Automatic,Petrol,45000,2395000.0
KIA,Picanto,2020.0,998.0,Automatic,Petrol,55000,2750000.0
Toyota,Corolla,1994.0,1600.0,Automatic,Petrol,50000,1250000.0
Toyota,Corolla,2014.0,1800.0,Manual,Petrol,91000,3950000.0
Suzuki,Cultus,2004.0,1000.0,Manual,Petrol,85000,950000.0
Suzuki,Wagon,2017.0,1000.0,Manual,Petrol,79000,1930000.0
Daihatsu,Hijet,2013.0,660.0,Automatic,Petrol,169000,1500000.0
Toyota,Corolla,2014.0,1798.0,Automatic,Petrol,122000,3500000.0
Toyota,Prius,2014.0,1800.0,Automatic,Petrol,131836,5360000.0
Honda,City,2015.0,1300.0,Manual,Petrol,80000,3500000.0
KIA,Sportage,2021.0,2000.0,Automatic,Petrol,28500,7975000.0
Toyota,Corolla,2021.0,1800.0,Automatic,Petrol,20000,6700000.0
Honda,Civic,2014.0,1800.0,Automatic,Petrol,200000,3450000.0
Toyota,Corolla,2012.0,1300.0,Manual,Petrol,95000,2545000.0
Toyota,Corolla,2016.0,1300.0,Manual,Petrol,74000,3050000.0
Toyota,Corolla,2020.0,1800.0,Automatic,Petrol,27000,8000000.0
Honda,N,2014.0,660.0,Automatic,Petrol,100000,2400000.0
Honda,Civic,2010.0,1800.0,Automatic,Petrol,134000,2285000.0
Honda,City,2018.0,1300.0,Manual,Petrol,36500,3395000.0
Suzuki,Wagon,2013.0,660.0,Automatic,Petrol,96000,2385000.0
Suzuki,Alto,2020.0,660.0,Automatic,Petrol,56000,2500000.0
Proton,X70,2021.0,1500.0,Automatic,Petrol,16000,8000000.0
Suzuki,Wagon,2018.0,1000.0,Manual,Petrol,100000,2400000.0
Honda,City,2011.0,1300.0,Automatic,Petrol,160000,2300000.0
Suzuki,Alto,2021.0,660.0,Manual,Petrol,42572,2475000.0
Suzuki,Alto,2009.0,1000.0,Manual,Petrol,200000,970000.0
Toyota,Yaris,2021.0,1500.0,Automatic,Petrol,47666,5000000.0
Hyundai,Elantra,2021.0,1999.0,Automatic,Petrol,34259,6500000.0
Suzuki,Wagon,2022.0,1000.0,Automatic,Petrol,14315,3450000.0
Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,32500,2990000.0
Toyota,Vitz,2019.0,1000.0,Automatic,Petrol,73131,4250000.0
Toyota,Corolla,2014.0,1300.0,Manual,Petrol,100000,3280000.0
Suzuki,Cultus,2005.0,1000.0,Manual,Petrol,82188,725000.0
Honda,Civic,2015.0,1800.0,Automatic,Petrol,64000,4500000.0
Toyota,Corolla,2009.0,1300.0,Manual,Petrol,170000,2050000.0
Honda,City,2016.0,1300.0,Automatic,Petrol,86000,2980000.0
Toyota,Passo,2015.0,1000.0,Automatic,Petrol,98000,2950000.0
KIA,Sportage,2021.0,1999.0,Automatic,Petrol,17500,7500000.0
Honda,BR-V,2019.0,1500.0,Automatic,Petrol,55800,3965000.0
Suzuki,Cultus,2011.0,1000.0,Manual,Petrol,100000,1170000.0
Suzuki,Wagon,2022.0,1000.0,Manual,Petrol,22207,3125000.0
Proton,Saga,2022.0,1299.0,Automatic,Petrol,16919,3250000.0
Suzuki,Mehran,2016.0,796.0,Manual,Petrol,91989,950000.0
Toyota,Corolla,2012.0,1600.0,Automatic,Petrol,112563,3750000.0
Suzuki,Wagon,2017.0,1000.0,Manual,Petrol,96600,1950000.0
Suzuki,Mehran,2008.0,800.0,Manual,Petrol,95370,600000.0
MG,HS,2022.0,1500.0,Automatic,Petrol,8662,7500000.0
Toyota,Corolla,2021.0,1598.0,Automatic,Petrol,19203,5885000.0
Suzuki,Wagon,2019.0,1000.0,Manual,Petrol,90672,2350000.0
Honda,City,2014.0,1500.0,Automatic,Petrol,160819,3250000.0
Suzuki,Mehran,2007.0,800.0,Manual,Petrol,96667,680000.0
Toyota,Corolla,2011.0,1300.0,Manual,Petrol,162546,2700000.0
Toyota,Corolla,2018.0,1800.0,Automatic,Petrol,80563,4900000.0
Honda,Civic,2017.0,1800.0,Automatic,Petrol,80000,4850000.0
Suzuki,Cultus,2006.0,1000.0,Manual,Petrol,150000,675000.0
Honda,Civic,2016.0,1800.0,Manual,Petrol,156000,3200000.0
Suzuki,Wagon,2019.0,660.0,Automatic,Hybrid,17583,3790000.0
Volkswagen,Up,2016.0,999.0,Automatic,Petrol,57376,3050000.0
Suzuki,Wagon,2019.0,1000.0,Manual,Petrol,85000,2375000.0
Suzuki,Mehran,2018.0,796.0,Manual,Petrol,58901,1585000.0
Honda,Accord,2004.0,2000.0,Automatic,Petrol,129854,1950000.0
Honda,BR-V,2017.0,1500.0,Automatic,Petrol,33193,4250000.0
Toyota,Vitz,2019.0,996.0,Automatic,Petrol,52851,4650000.0
Toyota,Aqua,2013.0,1500.0,Automatic,Hybrid,131421,3550000.0
Suzuki,Swift,2018.0,1300.0,Automatic,Petrol,51000,2980000.0
Honda,Civic,2017.0,1800.0,Automatic,Petrol,71941,5190000.0
Nissan,Clipper,2019.0,1000.0,Manual,Petrol,121339,2650000.0
Honda,City,2019.0,1300.0,Automatic,Petrol,66593,4100000.0
Toyota,Premio,2014.0,1800.0,Automatic,Petrol,95180,7600000.0
Toyota,Vitz,2014.0,1000.0,Automatic,Petrol,106276,3550000.0
Toyota,Corolla,2007.0,1500.0,Automatic,Petrol,145738,3295000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,75000,5350000.0
Honda,BR-V,2019.0,1500.0,Manual,Petrol,33700,4800000.0
Honda,Civic,2007.0,1800.0,Automatic,Petrol,136000,1950000.0
Daihatsu,Mira,2016.0,660.0,Automatic,Petrol,60000,2390000.0
Toyota,Corolla,2018.0,1300.0,Automatic,Petrol,72000,4475000.0
Suzuki,Alto,2006.0,1000.0,Manual,Petrol,98000,900000.0
Suzuki,Swift,2015.0,1300.0,Manual,Petrol,65000,2050000.0
Toyota,Vitz,2007.0,1000.0,Automatic,Petrol,189000,1980000.0
Honda,City,2017.0,1300.0,Automatic,Petrol,58000,3500000.0
Suzuki,Alto,2010.0,1000.0,Automatic,Petrol,70000,980000.0
Honda,City,2018.0,1500.0,Automatic,Petrol,68644,3950000.0
Suzuki,Mehran,2011.0,800.0,Manual,Petrol,55000,820000.0
Toyota,Corolla,2014.0,1300.0,Automatic,Petrol,96150,3135000.0
Suzuki,Cultus,2007.0,1000.0,Manual,Petrol,94000,800000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,84000,5550000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,76000,5550000.0
Suzuki,Alto,2019.0,660.0,Automatic,Petrol,45074,2650000.0
Daihatsu,Atrai,2011.0,660.0,Automatic,Petrol,155988,1425000.0
Honda,Civic,2011.0,1800.0,Automatic,Petrol,158000,2300000.0
Suzuki,Alto,2019.0,660.0,Automatic,Petrol,45744,3550000.0
Suzuki,Alto,2008.0,1000.0,Manual,Petrol,20000,1050000.0
Daihatsu,Hijet,2015.0,660.0,Automatic,Petrol,155000,2000000.0
Hyundai,Santro,2004.0,1000.0,Manual,Petrol,137486,850000.0
Toyota,Vitz,2019.0,996.0,Automatic,Petrol,74580,4890000.0
Honda,City,2019.0,1300.0,Automatic,Petrol,61185,4040000.0
Toyota,Corolla,1993.0,1500.0,Automatic,Petrol,66586,1630000.0
Mazda,Flair,2020.0,660.0,Automatic,Petrol,30934,3500000.0
Daihatsu,Mira,2019.0,660.0,Automatic,Petrol,66880,3850000.0
Toyota,Passo,2020.0,1000.0,Automatic,Petrol,58826,4590000.0
Toyota,Passo,2020.0,1000.0,Automatic,Petrol,16407,4350000.0
Toyota,Passo,2020.0,1000.0,Automatic,Petrol,10781,4390000.0
Suzuki,Alto,2019.0,660.0,Automatic,Petrol,79652,3390000.0
Daihatsu,Mira,2019.0,660.0,Automatic,Petrol,62610,3790000.0
Suzuki,Wagon,2019.0,660.0,Automatic,Hybrid,71281,3990000.0
Suzuki,Wagon,2019.0,660.0,Automatic,Hybrid,64085,3850000.0
Suzuki,Cultus,2021.0,1000.0,Manual,Petrol,38476,3150000.0
Suzuki,Wagon,2021.0,660.0,Automatic,Hybrid,35851,4290000.0
Toyota,Corolla,2022.0,1598.0,Automatic,Petrol,8525,6475000.0
Toyota,Vitz,2013.0,1000.0,Automatic,Petrol,140918,2750000.0
Mazda,RX8,2003.0,1300.0,Automatic,Petrol,139429,2500000.0
Toyota,Prius,2010.0,1800.0,Automatic,Hybrid,200000,4000000.0
Nissan,Clipper,2018.0,660.0,Automatic,Petrol,180430,2350000.0
Honda,Civic,2007.0,1800.0,Automatic,Petrol,37000,2550000.0
Mercedes,Benz,2007.0,1800.0,Automatic,Petrol,165000,5500000.0
Suzuki,Mehran,2007.0,800.0,Manual,Petrol,157236,600000.0
Honda,Civic,2014.0,1800.0,Automatic,Petrol,72000,3900000.0
Toyota,Corolla,2003.0,1600.0,Automatic,Petrol,100000,1780000.0
Suzuki,Liana,2010.0,1600.0,Automatic,Petrol,167084,1675000.0
Suzuki,Wagon,2014.0,660.0,Automatic,Petrol,100000,2290000.0
Honda,City,2011.0,1300.0,Manual,Petrol,146000,2195000.0
Honda,City,2012.0,1300.0,Manual,Petrol,128736,2650000.0
Suzuki,Bolan,2013.0,800.0,Manual,Petrol,47250,1000000.0
Suzuki,Liana,2006.0,1300.0,Manual,Petrol,105245,930000.0
Toyota,Vitz,2019.0,996.0,Automatic,Petrol,43398,5090000.0
Toyota,Vitz,2019.0,996.0,Automatic,Petrol,34152,4950000.0
DFSK,Glory,2021.0,1498.0,Automatic,Petrol,5702,6200000.0
Suzuki,Alto,2020.0,660.0,Automatic,Petrol,70000,2600000.0
Toyota,Corolla,2016.0,1800.0,Automatic,Petrol,64000,4700000.0
Honda,Civic,2008.0,1800.0,Automatic,Petrol,193200,1735000.0
Suzuki,Alto,2021.0,660.0,Manual,Petrol,26944,2750000.0
Suzuki,Mehran,2009.0,800.0,Manual,Petrol,27575,780000.0
Daihatsu,Esse,2011.0,660.0,Automatic,Petrol,110000,1550000.0
Honda,City,2021.0,1500.0,Automatic,Petrol,53444,4520000.0
Toyota,Corolla,2013.0,1600.0,Automatic,Petrol,100000,3590000.0
Honda,City,2021.0,1200.0,Automatic,Petrol,47507,4550000.0
Toyota,Corolla,2014.0,1300.0,Automatic,Petrol,186452,3150000.0
Honda,Civic,2017.0,1800.0,Automatic,Petrol,49236,4850000.0
Suzuki,Wagon,2022.0,1000.0,Automatic,Petrol,14952,3495000.0
Toyota,Corolla,2016.0,1300.0,Manual,Petrol,92000,3550000.0
Toyota,Corolla,2016.0,1300.0,Automatic,Petrol,48000,4150000.0
Proton,Saga,2021.0,1299.0,Automatic,Petrol,16665,3550000.0
Suzuki,Cultus,2014.0,1000.0,Manual,Petrol,40000,1490000.0
Suzuki,Cultus,2005.0,1000.0,Manual,Petrol,100000,780000.0
Toyota,Premio,2007.0,1800.0,Automatic,Petrol,144000,4050000.0
Toyota,Corolla,2012.0,1300.0,Manual,Petrol,92500,3300000.0
Suzuki,Vitara,2018.0,1600.0,Automatic,Petrol,88000,4700000.0
Honda,City,2005.0,1300.0,Manual,Petrol,103000,1580000.0
Honda,City,2015.0,1300.0,Manual,Petrol,36000,3100000.0
Suzuki,Mehran,2017.0,796.0,Manual,Petrol,117215,1200000.0
Peugeot,2008,2022.0,1199.0,Automatic,Petrol,5440,7450000.0
Suzuki,Swift,2011.0,1300.0,Manual,Petrol,98951,2100000.0
Suzuki,Wagon,2021.0,1000.0,Manual,Petrol,19328,3025000.0
Honda,City,2017.0,1500.0,Manual,Petrol,43139,3400000.0
Peugeot,2008,2022.0,1199.0,Automatic,Petrol,5536,6999000.0
Honda,City,2014.0,1300.0,Manual,Petrol,133431,3050000.0
Suzuki,Alto,2021.0,660.0,Manual,Petrol,28909,2475000.0
Toyota,Corolla,2022.0,1800.0,Automatic,Petrol,8000,7075000.0
Suzuki,Wagon,2021.0,1000.0,Manual,Petrol,54692,2800000.0
Daihatsu,Move,2013.0,660.0,Automatic,Petrol,100000,2250000.0
Suzuki,Wagon,2017.0,1000.0,Manual,Petrol,122000,2060000.0
Suzuki,Alto,2012.0,1000.0,Manual,Petrol,50000,1200000.0
Toyota,Yaris,2020.0,1300.0,Automatic,Petrol,18700,4750000.0
Toyota,Corolla,2020.0,1300.0,Automatic,Petrol,52000,4795000.0
KIA,Sportage,2021.0,1999.0,Automatic,Petrol,10466,7700000.0
Suzuki,Mehran,2016.0,796.0,Manual,Petrol,63953,1130000.0
MG,ZS,2021.0,1490.0,Automatic,Petrol,18211,5300000.0
Honda,City,2016.0,1300.0,Automatic,Petrol,121474,2900000.0
KIA,Sportage,2021.0,2000.0,Automatic,Petrol,24000,7595000.0
Toyota,Aygo,2016.0,1000.0,Manual,Petrol,94000,1640000.0
Honda,Civic,2020.0,1800.0,Automatic,Petrol,48000,6370000.0
Toyota,Passo,2020.0,1000.0,Automatic,Petrol,5100,4470000.0
Toyota,Yaris,2020.0,1500.0,Automatic,Petrol,63757,4500000.0
Toyota,Passo,2014.0,1000.0,Automatic,Petrol,100000,2980000.0
Toyota,Corolla,2016.0,1500.0,Automatic,Petrol,101000,5850000.0
Honda,Civic,2018.0,1800.0,Automatic,Petrol,85000,5650000.0
Toyota,Corolla,2022.0,1600.0,Automatic,Petrol,15525,6475000.0
Honda,Civic,2017.0,1500.0,Automatic,Petrol,70000,5450000.0
Suzuki,Swift,2011.0,1500.0,Automatic,Petrol,190000,2000000.0
Toyota,Yaris,2022.0,1300.0,Manual,Petrol,60000,3950000.0
